username,likes,comments,text,hashtags,date
editoraarqueiro,552,30,"ArqueiroNews: novidades, leitura de trechos e passeio pelos livros de Kristin Hannah",[],2024-04-17 17:06:11
editoraarqueiro,3116,2204,"Concorra a este kit exclusivo da saga ""A Vila dos Tecidos"", de Anne Jacobs

🍀 1 GANHADOR! 🎁 

Para participar, siga as instruções abaixo (LEIA ATÉ O FINAL):

✅ Curtir este post.
✅ Seguir os igs: @editoraarqueiro e @skoobnews
✅ Marcar duas pessoas nos comentários.
✅ Compartilhar esse post nos seus stories, marcando: @editoraarqueiro e @skoobnews (é muito importante marcar, será necessário para confirmar o prêmio!)

🍀 O resultado sairá dia 25, aqui nos stories.

Sortearemos 1 kit com os livros:

- A Vila dos Tecidos.
- As filhas da Vila dos Tecidos.
- O legado da Vila dos Tecidos.

❗ Não vale repetir o(a) amigo(a) e nem marcar famosos, igs fakes, igs verificados, inativos ou igs de sorteio.

❗ O resultado será divulgado nos stories e ficará no ar por 24h. A conta deve estar aberta no dia do sorteio

❗ Prêmio válido apenas para território brasileiro.

Boa sorte! 🍀

#aviladostecidos #asfilhasdaviladostecidos #olegadodaviladostecidos #sagafamiliar #annejacobs #editoraarqueiro #sorteio #skoob #ganhelivros #sorteiodelivros","['aviladostecidos', 'asfilhasdaviladostecidos', 'olegadodaviladostecidos', 'sagafamiliar', 'annejacobs', 'editoraarqueiro', 'sorteio', 'skoob', 'ganhelivros', 'sorteiodelivros']",2024-04-17 15:00:27
editoraarqueiro,894,18,"Sério, leiam “Caída por você” 📚 • @editoraarqueiro #bookstagram #booktok #booktokbrasil #livros","['bookstagram', 'booktok', 'booktokbrasil', 'livros']",2024-04-17 14:36:11
editoraarqueiro,878,14,"""Muito xadrez, rivalidade e uma química intensa. Esse livro foi uma surpresa maravilhosa. A Ali Hazelwood tem meu coração nas mãos."" - #repost @pequenasresenhas 

 ♟ 💜 Nem toda disputa acontece no tabuleiro...

Em ""Xeque-mate"", de Ali Hazelwood, as peças da vida se movem para colocar dois rivais do xadrez frente a frente, pondo em jogo o coração deles.

Quem aí se apaixonou pelo casal Mallory & Nolan? 💜

#explorar #xequemate #checknmate #alihazelwood #ahipotesedoamor #arazaodoamor #odeioteamar #amorteoricamente #romance #jovemadulto #xadrez #livrosparalerem2024 #ya #yabooks","['repost', 'explorar', 'xequemate', 'checknmate', 'alihazelwood', 'ahipotesedoamor', 'arazaodoamor', 'odeioteamar', 'amorteoricamente', 'romance', 'jovemadulto', 'xadrez', 'livrosparalerem2024', 'ya', 'yabooks']",2024-04-17 12:27:40
editoraarqueiro,4811,68,"Simplesmente um romance divertido, cheio de reviravoltas e impossível de largar!!! “Caída por você”, o novo romance da Amy Lea publicado pela @editoraarqueiro e que é PERFEITO para fãs de De Repente 30!!!!

Isso mesmo! Vai rolar: viagem no tempo de dois adolescentes que não se suportam no meio dos preparativos da formatura! E em 2037, eles descobrem que estão NOIVOS!!! E que vão CASAR

AAAAAAA agora o surto tá liberado e não vai sobrar Paz pra mais ninguém! Mas um desejo inesperado e completamente irresistível? Esse vai ter de sobra 🔥

Classificação +16
Avaliação ⭐️⭐️⭐️⭐️⭐️💜

leitura patrocinada 📖
#Bookgram #Bookstagram #Bookgrammer #Livros #Leitores #Booktok #BooktokBrasil","['Bookgram', 'Bookstagram', 'Bookgrammer', 'Livros', 'Leitores', 'Booktok', 'BooktokBrasil']",2024-04-16 20:48:34
editoraarqueiro,3377,31,"Vontade de viver um romance escrito pela Ali Hazelwood 🥹💖

Selecionamos frases de livros da autora que são capazes de mudar a química do seu cérebro. Conta aqui nos comentários qual a sua favorita!

E aproveita que todos os livros da autora estão disponíveis para compra na loja Skeelo.

#alihazelwood #bookstagram #igliterario #livro #romance #leitores #ler #quote #amorteoricamente #noiva #xequemate","['alihazelwood', 'bookstagram', 'igliterario', 'livro', 'romance', 'leitores', 'ler', 'quote', 'amorteoricamente', 'noiva', 'xequemate']",2024-04-16 12:00:16
editoraarqueiro,4791,130,"Quem mais é apaixonado por essa série? 🙋🏻‍♀️

O primeiro volume me encantou e o segundo não foi diferente: personagem nerd, romance proibido, sensualidade e química de milhões, um relacionamento que cresce a cada página e um final digno de aquecer corações. Amei cada página e, no final, queria mais. 

Rei do Orgulho é o segundo volume da série Reis do Pecado, publicada no Brasil pela @editoraarqueiro 

Já leram algum desses livros? 

Tags: #book #booksbooksbooks #livrosemaislivros #romancebooks #anahuang 

• Pu b|1","['book', 'booksbooksbooks', 'livrosemaislivros', 'romancebooks', 'anahuang']",2024-04-15 21:33:07
editoraarqueiro,1315,47,"🔥Ele é certinho demais, respeitável demais... e irresistível demais.

Segundo volume da série Reis do Pecado, ""Rei do Orgulho"", de Ana Huang, é uma história sensual sobre opostos que se atraem e romance proibido. 🔥

📍 Compre pelo link na bio.
_______________________

📖 🔥 Discreto, controlado e impecavelmente educado, Kai Young não tem tempo nem vontade de se envolver em confusões – e Isabella, com seu cabelo colorido e piadas inadequadas, é o caos em pessoa.

📖 🔥 Com uma importante votação para CEO se aproximando e um império midiático em jogo, o herdeiro bilionário não pode se dar ao luxo de se distrair com ela.

📖 🔥 Isabella representa tudo que ele não deveria desejar, mas cada olhar e cada toque só aumentam a tentação de quebrar todas as regras... e tomá-la para si de uma vez.

📖 🔥 Isabella Valencia é ousada, impulsiva e cheia de vida, a alma de todas as festas, capaz de encantar qualquer homem... exceto Kai Young.

📖 🔥 Não que isso faça diferença – Kai não é o seu tipo. Além disso, como ele é membro do clube exclusivo onde Isabella trabalha, os dois não podem se envolver em hipótese alguma.

📖 🔥 No entanto, ela não pode negar que, sob a aparência fria e distante, existe um homem capaz de fazê-la derreter.

🚨 Leia também ""Rei da Ira"", o primeiro volume da série.

🚨 #VemAí ainda em 2024: ""Rei da Ganância

#reidoorgulho #reidaira #reisdopecado #anahuang #romance #romancecontemporaneo #livrosderomance","['VemAí', 'reidoorgulho', 'reidaira', 'reisdopecado', 'anahuang', 'romance', 'romancecontemporaneo', 'livrosderomance']",2024-04-15 12:00:36
editoraarqueiro,609,11,"Prepare-se para se perder nas páginas do novo suspense de A.J. Finn, autor de ""A mulher na janela"".

""Ponto Final"" está em pré-venda. Garanta o seu exemplar agora mesmo!

📍 Compre pelo link na bio.

📍 Lançamento: 7 de maio.
____________________

📖 🖊 Vinte anos atrás, no réveillon de 1999, Sebastian Trapp, o grande escritor de livros de mistério, perdeu a esposa e o filho adolescente em circunstâncias suspeitas. Os dois desapareceram de locais diferentes e nunca mais foram encontrados. Teria o mestre dos crimes perfeitos cometido o crime perfeito?

📖 🖊 Agora, depois de um longo período de reclusão, Sebastian toma uma decisão que ninguém esperava. Enfrentando uma doença terminal, ele contrata Nicky Hunter, especialista em romances policiais, para escrever sua biografia na espetacular mansão onde vive com sua segunda esposa, o genioso sobrinho e a filha protetora, Madeleine

📖 🖊 À medida que vai tecendo os fios da vida de Sebastian, Nicky fica cada vez mais obcecada em descobrir a verdade. E quando um cadáver aparece no laguinho de carpas da família, as sombras do passado vêm à tona, trazendo revelações ainda mais surpreendentes.

#ajfinn #pontofinal #amulhernajanela #thriller #suspense","['ajfinn', 'pontofinal', 'amulhernajanela', 'thriller', 'suspense']",2024-04-14 12:00:35
editoraarqueiro,6949,116,"Um romance arrebatador com uma reviravolta de cortar o coração 💔

Conheça Tudo o Que Deixamos Inacabado, da Rebecca Yarros, mesma autora de Quarta Asa!

🍷pu bli

#bookgram #bookstagram #dicadelivro #dicasdelivros #livrosdeepoca #livroseleitura #livrosnovos #livrosmaislivros","['bookgram', 'bookstagram', 'dicadelivro', 'dicasdelivros', 'livrosdeepoca', 'livroseleitura', 'livrosnovos', 'livrosmaislivros']",2024-04-13 21:00:17
editoraarqueiro,6967,60,"Comemorando o Dia do Beijo 😘 com Colin & Penélope. E agora, uma pergunta para vocês: Em qual dos oito episódios da terceira temporada você acha que finalmente acontecerá o tão esperado beijo? 💋

A parte 1 da 3ª temporada de Bridgerton 🐝 estreia dia 16 de maio e a parte 2 no dia 13 de junho, na NETFLIX

#explorar #bridgertonnetflix #bridgerton #netflix #juliaquinn #season3 #ossegredosdecolinbridgerton #colin#penelope #polin #romancedeepoca #livrosderomance #osbridgertons #shondaland #DiaDoBeijo","['explorar', 'bridgertonnetflix', 'bridgerton', 'netflix', 'juliaquinn', 'season3', 'ossegredosdecolinbridgerton', 'colin', 'penelope', 'polin', 'romancedeepoca', 'livrosderomance', 'osbridgertons', 'shondaland', 'DiaDoBeijo']",2024-04-13 18:45:43
editoraarqueiro,610,14,"🌬 Explore um conto envolvente no universo de A Crônica do Matador do Rei, de Patrick Rothfuss. Prepare-se para mergulhar em uma jornada épica repleta de magia, mistério e aventura.

🌙""O estreito caminho entre desejos"", de Patrick Rothfuss, já está disponível nas grandes livrarias e online!

📍 Compre pelo link na bio.
______________________________

🌙 Bast é um Encantado, vindo do reino das fadas, e uma de suas maiores habilidades é fazer acordos. Vê-lo negociar é como observar um artista em ação.

🌙 Embora não se importe com as leis dos homens, ele é obrigado a seguir leis mais antigas e profundas e acaba caindo numa armadilha. Apesar de sua inteligência e cautela, Bast se vê forçado a escolher entre dois caminhos: trair a confiança de seu mestre ou ajudar um inimigo detestável.

🌙 Neste livro, vamos acompanhar o mais charmoso dos Encantados ao longo de um único dia enquanto ele faz tramoias pela pequena cidade de Nalgures, fugindo com destreza dos problemas, seguindo seu coração mesmo quando isso vai contra o bom senso.

🌙 Afinal, de que adianta cautela se ela o mantém longe do perigo e da emoção?
_____________________

📚 Conheça os livros do Universo de A Crônica do Matador do Rei:

📖 O nome do vento - edição normal.

📖 O nome do vento - Edição especial capa dura com material inédito, nota do autor, com pintura trilateral e fitilho.

📖 O temor do sábio.

📖 A música do silêncio.

#fantasia #patrickrothfuss #acronicadomatadordorei #onomedovento #otemordosabio #amusicadosilencio #oestreitocaminhoentredesejo","['fantasia', 'patrickrothfuss', 'acronicadomatadordorei', 'onomedovento', 'otemordosabio', 'amusicadosilencio', 'oestreitocaminhoentredesejo']",2024-04-13 12:00:32
editoraarqueiro,-1,80,"Vale a pena ler o suspense “Eu Vou Te Encontrar” do Harlan Coben? 🤫

Eu digo que vale demais! Um mistério viciante e envolvente que espero com esse reels sem spoilers te convencer a dar uma chance pra experiência surreal que é esse livro da @editoraarqueiro! (link nos stories) 🏹📚
#PubliDoDigão",['PubliDoDigão'],2024-04-12 21:01:14
editoraarqueiro,1236,23,"""Eu não resisto a uma história de amadurecimento. Foi por isso que me  apaixonei por ""Caída por você"", uma comédia romântica encantadora sobre Charlotte Wu, uma aluna do ensino médio extremamente dedicada e obcecada por seus objetivos que se vê numa situação bem esquisita.

Charlotte sempre tira nota máxima, foi aprovada no processo seletivo de uma ótima faculdade e quase conseguiu a atenção do cara de quem estava a fim. Mas, ao cair de uma escada enquanto fazia a decoração do baile de formatura, Charlotte acorda numa cama desconhecida, com 30 anos de idade, e percebe que está noiva de seu arqui-inimigo. Os dois são obrigados a se unir para encontrar o caminho de volta aos 17 anos e descobrem que a 
vida é mais do que lutar por sucesso acadêmico.

Assim como a série 'Eu nunca...' e o filme clássico 'De repente 30', o romance de Amy Lea me lembrou que os sentimentos empolgantes e complicados 
que temos na adolescência nunca desaparecem por completo."" - Mindy Kaling

E você, já leu ""Caída por você""? 

📍 Compre pelo link na bio.

#amylea #caidaporvoce #caídaporvocê #deolhoemvocê #deolhoemvoce #comédiaromântica #comediaromantica #derepente30 #romcom #livrosderomance #romance #jovemadulto","['amylea', 'caidaporvoce', 'caídaporvocê', 'deolhoemvocê', 'deolhoemvoce', 'comédiaromântica', 'comediaromantica', 'derepente30', 'romcom', 'livrosderomance', 'romance', 'jovemadulto']",2024-04-12 12:00:36
editoraarqueiro,7412,95,"“Tudo que deixamos inacabado” — adoro a estética de dois cabeça duras brigando pra escolher o final do livro (essa cena acontece e ela é tudo)

✨ Esse romance foi muito gostoso de ler, até emprestei pra minha mamis! Pra você que ama um romance que parece uma xícara de chá, precisa ler esse aqui…

#booktok #livros #romance /publi","['booktok', 'livros', 'romance']",2024-04-11 20:40:47
editoraarqueiro,944,46,"🔊 O que os nossos leitores estão achando da saga A Vila dos Tecidos, de Anne Jacobs, fenômeno de vendas em vários países.

Uma mansão, uma família poderosa, um segredo obscuro.

Os fãs de Downton Abbey, Kate Morton e Lucinda Riley não podem perder esta emocionante saga que já conquistou mais de 2,5 milhões de leitores.

Augsburgo, 1913. Após uma infância difícil num orfanato, a jovem Marie finalmente consegue um emprego como assistente de cozinha na imponente mansão da Vila dos Tecidos. O conglomerado têxtil, que pertence à família Melzer, é um dos mais proeminentes da indústria alemã.

Ocupando o posto mais baixo na hierarquia dos criados, Marie precisa aprender a lidar com as intrigas e as disputas de egos, evitando criar inimizades ao mesmo tempo que se impõe para conquistar o respeito dos colegas.

💓 E você, já se apaixonou por esta saga? Conta pra gente nos comentários!

📲 Baixe o app do Skoob e organize os livros que você quer. 😉
🦉 O objetivo do Skoob é te ajudar a criar e fortalecer o hábito literário.

#skoob #metadeleitura #sériesfavoritas #appskoob","['skoob', 'metadeleitura', 'sériesfavoritas', 'appskoob']",2024-04-11 15:00:34
editoraarqueiro,6320,136,"ATENÇÃO: O TRAILER DE BRIDGERTON FINALMENTE ESTÁ ENTRE NÓS!!!! 🐝 ⠀
⠀
A parte 1 da 3ª temporada estreia dia 16 de maio e a parte 2 no dia 13 de junho, na NETFLIX.⠀
⠀
#repost #explorar #netflix #juliaquinn #season3 #ossegredosdecolinbridgerton #bridgerton #bridgertonnetflix #shondaland #shondarhimes","['repost', 'explorar', 'netflix', 'juliaquinn', 'season3', 'ossegredosdecolinbridgerton', 'bridgerton', 'bridgertonnetflix', 'shondaland', 'shondarhimes']",2024-04-11 13:52:41
editoraarqueiro,799,23,"🗣 “Não há nada de errado com o interesse por crimes” - Harlan Coben.

Aclamado pela crítica e sucesso de venda em todo o mundo, @HarlanCoben conquista o leitor com reviravoltas surpreendentes em suas histórias de tirar o fôlego.

Se você gosta de um bom mistério, daqueles que liberam pistas aos poucos e te deixam sem dormir, não é por acaso que os franceses o consagraram como o ""Mestre das Noites em Claro"": é impossível não querer chegar ao final das tramas e descobrir que todas as suas suposições estavam... erradas.

Além disso, seus personagens são homens ou mulheres comuns, bondosos, pessoas de família, outra marca registrada do estilo do autor, que se destacam pelos diálogos afiados e bem-humorados.

Alguns de seus livros já foram adaptados para o cinema e outros seis estão disponíveis no formato de minissérie, na NETFLIX.

Será que você consegue dar match das manchetes dos jornais com os livros correspondentes? E se ainda não conhece Harlan Coben: ele pode ser o seu novo autor favorito!

🚨Leia também: ""Eu vou te encontrar"", livro inédito do autor.

🚨 Dica! Livros disponíveis no Kindle Unlimited:

📍 Fique comigo.
📍 Confie em mim.
📍 Quando ela se foi.
📍 Cilada.

📍 Compre pelo link na bio.

#harlancoben #netflix #thriller #suspense #truecrime","['harlancoben', 'netflix', 'thriller', 'suspense', 'truecrime']",2024-04-11 12:00:40
editoraarqueiro,485,17,"ArqueiroNews: leitura de trecho de ""Tudo que deixamos inacabado"", pré-vendas abertas e mais!",[],2024-04-10 17:03:31
editoraarqueiro,7043,157,"🔊 Foi aqui que pediram o novo livro da Elena Armas?

⚽ Uma executiva do futebol é exilada em uma cidadezinha para resgatar o time local. Além de sua carreira, seu coração logo também estará em jogo.

""Amor em jogo"" está em pré-venda com um brinde exclusivo: Uma sacola exclusiva e fofa 💝

📍 Lançamento: 3 de junho.

📍 Compre pelo link na bio.
__________________

""Elena Armas sabe exatamente o que faz o coração dos leitores bater mais forte."" – Tessa Bailey, autora de Aconteceu naquele verão

💚 📖 Adalyn Reyes passou anos aperfeiçoando sua rotina: acordar antes do nascer do sol, ir para o escritório do Miami Flames – time de futebol da Major League do qual é diretora de comunicação –, dar duro para deixar sua marca, voltar para casa e fazer tudo de novo.

💚 📖 Essa rotina é quebrada quando um vídeo de Adalyn agredindo a mascote do time viraliza. Como punição, o dono do clube a manda para Green Oak, uma cidade nos confins da Carolina do Norte, com a missão de tirar o time local da lama.

💚 📖 Ao chegar lá, as esperanças de Adalyn de se redimir desmoronam quando ela descobre que as jogadoras treinam de tutu (impraticável), têm cabras como animais de estimação (confuso) e morrem de medo dela (contraproducente). E ainda por cima têm 9 anos de idade.

💚 📖 Além disso, Cameron Caldani, o ex-goleiro prodígio que é o candidato perfeito para assessorá-la, quer colocá-la para correr de Green Oak. Culpa de um malfadado primeiro encontro envolvendo um galo, a perna de Cam e o para-choques de Adalyn.

💚 📖 Só que ser banida mais uma vez não é uma opção. Mesmo com as rusgas – e faíscas – de sua relação com Cam, Adalyn se recusa a sair de campo sem essa vitória. Ainda que corra o risco de ter o coração chutado para escanteio.

#elenaarmas #amoremjogo #umafarsadeamornaespanha #umexperimentodeamoremnovayork #romcom #comendiaromantica #comédiaromântica #livrosderomance #romance","['elenaarmas', 'amoremjogo', 'umafarsadeamornaespanha', 'umexperimentodeamoremnovayork', 'romcom', 'comendiaromantica', 'comédiaromântica', 'livrosderomance', 'romance']",2024-04-10 15:00:39
editoraarqueiro,1019,72,"Teria o mestre dos crimes perfeitos cometido o crime perfeito? 🤯

Prepare-se para se perder nas páginas do novo suspense de A.J. Finn, autor de ""A mulher na janela"".

""Ponto Final"" está em pré-venda!

 👉 Comente ""Eu quero"" nesse reels e receba o link para garantir o seu exemplar.

#explorar #ajfinn #pontofinal #thriller #suspense #livrosdesuspense #indicacaodelivros #livrosparalerem2024 #endofstory","['explorar', 'ajfinn', 'pontofinal', 'thriller', 'suspense', 'livrosdesuspense', 'indicacaodelivros', 'livrosparalerem2024', 'endofstory']",2024-04-10 13:29:14
editoraarqueiro,991,77,"Kristin Hannah é conhecida por suas histórias profundamente emocionantes sobre amor e perda.

Enquanto seu próximo livro, ""As heroínas"", não chega, ela classificou alguns dos seus romances em quantidade de caixas de lenços que você precisará para finalizá-los, em uma escala de 1 a 5.

Conta pra gente qual é o seu favorito até o momento. ❤‍🩹

🚨 Dica! Livros disponíveis no Kindle Unlimited:
📍 O caminho para casa.
📍 Quando você voltar.
📍 As coisas que fazemos por amor.
📍 A grande solidão.

📍 Compre pelo link na bio.

#asheroínas #thewomen #kristinhannah #romancehistórico #vietna #orouxinol #agrandesolidao #osquatroventos #livrosparachorar #livrosemocionantes","['asheroínas', 'thewomen', 'kristinhannah', 'romancehistórico', 'vietna', 'orouxinol', 'agrandesolidao', 'osquatroventos', 'livrosparachorar', 'livrosemocionantes']",2024-04-10 12:00:37
editoraarqueiro,4082,50,nunca quis tanto entrar numa história pra bater em uns personagens!!!! LEIAM!!! #livros #booktokbrasil #publidothe,"['livros', 'booktokbrasil', 'publidothe']",2024-04-09 21:23:38
editoraarqueiro,9187,209,"""Quem vence essa batalha de gigantes? 🗣️ mas ainda to sem superar a cena do nó e o Lowen (Adam Carlsen me perdoe 😂), amo tanto os livros e personagens da Ali!"" - Ananda Rios.
.
.

#repost @leiturasananda

#explorar #alihazelwood #adamcarlsen #bridealihazelwood #noivaalihazelwood #livrosderomance #trend #ahipotesedoamor #noiva","['repost', 'explorar', 'alihazelwood', 'adamcarlsen', 'bridealihazelwood', 'noivaalihazelwood', 'livrosderomance', 'trend', 'ahipotesedoamor', 'noiva']",2024-04-09 13:31:27
editoraarqueiro,1506,583,"De Rebecca Yarros, autora de Quarta Asa, a leitura perfeita para os fãs de histórias épicas de amor com cenas sexy.

Em ""Tudo que deixamos inacabado"", Georgia Stanton é obrigada a recomeçar a vida depois de um doloroso divórcio. Ao voltar para a casa da família no Colorado, ela se vê cara a cara com o autor best-seller Noah Harrison, que está na cidade para fechar um contrato e terminar o último livro da bisavó dela, uma famosa escritora. 

👉 Comente ""Eu quero"" nesse post para receber um trecho do livro! 🤩

#rebeccayarros #romance #tudoquedeixamosinacabado","['rebeccayarros', 'romance', 'tudoquedeixamosinacabado']",2024-04-09 11:53:24
editoraarqueiro,5124,53,"foi aqui que pediram um enemies to lovers com viagem no tempo? 👩‍❤️‍👨⏳ “Caída por você” foi minha leitura dessa semana, uma comédia romântica delicinha e que vai te dar aquela crise existencial gostosa! Vocês encontram esse livro no l!nk nos meus stories 😊

✨ PubIiDoValente ✨ @editoraarqueiro 

#livros #romance #enemiestolovers #booktok #bookgram","['livros', 'romance', 'enemiestolovers', 'booktok', 'bookgram']",2024-04-08 21:22:36
editoraarqueiro,1104,60,"💕 Ele quer uma família grande. Ela quer retirar o útero para não sofrer mais. E ambos querem um ao outro.

Livro de estreia de Abby Jimenez, ""Apenas amigos?"" nos faz rir e chorar enquanto retrata a infertilidade e a perda de um jeito irreverente, sensível e apaixonante.

📍 Lançamento: 7 de maio.

📍 Compre pelo link na bio.
_______________________

“Este livro me arrancou gargalhadas, me tirou do eixo e me fez acreditar ainda mais no amor.” – Tessa Bailey , autora de Aconteceu naquele verão.

📖 👫 Kristen é uma mulher prática. Não faz drama nem joguinhos e não tem paciência para caras que não entendem seu humor afiado. É muito sincera, mas guarda um grande segredo: aos 24 anos, terá que passar por um procedimento médico que a impedirá de engravidar para sempre.

📖 👫 Por isso, planejar o casamento da melhor amiga é uma experiência agridoce – especialmente quando ela conhece o padrinho, Josh, um bombeiro sexy do tipo que estamparia calendários. Josh é fofo, engraçado, não se ofende com o sarcasmo dela… e ainda tem malditas covinhas. Até Dublê Mike, o cachorrinho invocado de Kristen, o adora.

📖 👫 O único problema é que Josh cresceu numa família enorme, com seis irmãs, e também quer ter muitos filhos um dia. Kristen sabe que Josh estaria melhor com outra pessoa. Ela não quer se envolver romanticamente, então propõe uma amizade colorida. Mas até quando seu coração manterá esse acordo?

📍Leia também: ""Parte do seu mundo"" e ""Para sempre seu"".

#abbyjimenez #romancesdehoje #romance #apenasamigos #parasempreseu #partedoseumundo","['abbyjimenez', 'romancesdehoje', 'romance', 'apenasamigos', 'parasempreseu', 'partedoseumundo']",2024-04-08 12:45:10
editoraarqueiro,2951,55,"Uma aliança perigosa entre uma vampira e um lobisomem acaba se tornando um tórrido caso de amor. 🦇 🩸 🐺

Em ""Noiva"", Ali Hazelwood mais uma vez brinda o leitor com diálogos divertidos e cenas apaixonantes e sexy, mostrando que sabe escrever romances como ninguém.

📚 Escolha entre duas opções incríveis: a edição especial (capa dura - tiragem limitada), com pintura trilateral, marcador de página e brinde exclusivo, ou a edição normal (brochura). Qual delas você prefere?

📍 Compre pelo link na bio
________________

“Um romance paranormal com humor, reviravoltas e cenas picantes.” – Hannah Whitten, autora de Para o trono.

📖 🦇 Misery Lark, filha do vampiro mais poderoso do sudoeste, nunca foi bem-vista pelos seres de sua espécie. Ela passa seus dias anonimamente em meio aos humanos, isolada, até que é chamada para firmar um acordo de paz entre vampiros e licanos, seus inimigos mortais. Para isso, será obrigada a se casar com Lowe Moreland.

📖 🐺 Licanos são lobisomens cruéis e imprevisíveis, e o alfa do bando, Lowe, não é exceção. Ele governa o grupo com autoridade absoluta, mas também com justiça. Pela forma como acompanha cada passo de Misery, fica claro que não confia nela. E ele não poderia estar mais certo...

📖 🦇 A vampira tem as próprias razões para concordar com o casamento arranjado, razões que nada têm a ver com política ou alianças, mas tudo a ver com a coisa que ela mais preza no mundo.

📖 🦇 Misery está disposta a fazer o que for necessário para recuperar o que é seu, mesmo que precise viver sozinha em território licano. Ela só não esperava se sentir atraída por seu inimigo... e ainda ser correspondida.

#alihazelwood #noiva #bride #xequemate #amorteoricamente #odeioteamar #arazãodoamor #ahipotesedoamor #romance #romanceparanormal","['alihazelwood', 'noiva', 'bride', 'xequemate', 'amorteoricamente', 'odeioteamar', 'arazãodoamor', 'ahipotesedoamor', 'romance', 'romanceparanormal']",2024-04-07 12:00:26
editoraarqueiro,29561,107,"As mãos... Os olhares... 🤌💗

🐝 Prepare-se para a parte 1, chegando dia 16 de maio, na NETFLIX!

#repost @bridgeerton #bridgertonnetflix #bridgerton #netflix #juliaquinn #season3 #ossegredosdecolinbridgerton #polin #penelope #colin","['repost', 'bridgertonnetflix', 'bridgerton', 'netflix', 'juliaquinn', 'season3', 'ossegredosdecolinbridgerton', 'polin', 'penelope', 'colin']",2024-04-06 16:48:51
editoraarqueiro,651,34,"Se você gostou da série AS SETE IRMÃS, de Lucinda Riley, precisa conhecer AS FILHAS PERDIDAS, de Soraya Lane.

Sete filhas. Sete segredos. Sete amores.

Você teria coragem de seguir seu coração e deixar sua vida antiga para trás?

Em ""A filha italiana"", quando é chamada ao escritório de um advogado em Londres, Lily não tem ideia de que sua vida está prestes a mudar para sempre. Lá, ela fica sabendo que sua avó nasceu na Hope’s House, um lar para mães solteiras, e recebe uma caixa com pistas sobre sua verdadeira origem: uma receita e um programa de teatro, ambos escritos em italiano.

📍 Disponível no Kindle Unlimited.
📍 Compre pelo link na bio.
📍 Ouça agora na @audible_br 

Seguir seu coração ou abandonar o homem que ama?

Em ""A filha cubana"", ao descobrir que a avó nasceu na Hope’s House, um lar para mães solteiras em Londres, Claudia começa a questionar tudo que sabe sobre suas origens. 

Num impulso, Claudia compra uma passagem para Havana, decidida a revelar a verdade. Já na vibrante cidade, ela conhece um chef chamado Mateo. 

Os dois acabam esbarrando no mistério que ronda a família: Esmeralda, bisavó de Claudia, desapareceu há muitos anos, sem deixar pistas.

📍 Compre pelo link na bio.
📍 Ouça agora na @audible_br 

#sorayalane #asfilhasperdidas #afilhaitaliana #afilhacubana #romance #ficçãohistórica #livrosderomance #sagafamilia #audiolivro #audiblebr","['sorayalane', 'asfilhasperdidas', 'afilhaitaliana', 'afilhacubana', 'romance', 'ficçãohistórica', 'livrosderomance', 'sagafamilia', 'audiolivro', 'audiblebr']",2024-04-06 12:00:36
editoraarqueiro,3634,45,"Caída por você 🪩♡

5⭐️

Imagine a cena,aleatoriamente você sai dos 17 anos,acorda com 30 em uma cama desconhecida e ao seu lado está seu noivo,mas ao olhar você percebe que ele é o seu arqui-inimigo!

Charlotte é uma garota extremamente esforçada e que ama estar no controle de tudo em sua vida,e há alguém que está lá sempre pra irritá-la,o amado J.T Renner.
Seu inimigo a anos,Renner é o típico raio de sol,todos o amam!
Menos Char,que após um mal entendido quando ambos tinham 14 anos,se tornam inimigos declarados.
Eles trabalham juntos para organizar o baile de formatura,mas entre as briguinhas deles,Char acaba caindo da escada bem emcima do Renner.
Só que o resultado é uma loucura…
Char acorda com 30 anos de idade e noiva,e o pior disso tudo? 
Seu noivo é simplesmente J.T Renner!!!
Ficar presa no futuro e ao lado do seu maior inimigo não estava nos planos de Char,mas agora eles terão que encontrar uma solução para retornar ao passado,e descobrir o que perderam nesses 13 anos.
Entretanto permanecer tanto tempo ao lado um do outro pode desencadear sentimentos que foram guardados a tanto tempo…
Esse livro pode parecer mais uma comédia romântica apaixonante,mas eu te digo de coração que ele é muito mais do que isso.
Ele traz tantas sensações,seja elas de nostalgia ou de memórias que estavam guardadas na sua mente,os personagens são tão reais que te fazem sentir o que eles sentem sabe? 
Char é uma protagonista que me identifiquei tanto,e acho que por isso me emocionei em diversas cenas com ela.
Renner é o nosso raiozinho de sol,mas que tem muito a dizer,e o lado dele que faz todos o amarem é o que deixa ser mais sensível quando é dito o motivo pelo qual ele age em querer fazer todos gostarem dele.
Esse livro superou todas as expectativas que sequer tive sobre ele,a leitura me trouxe vários sentimentos e lições,e isso me fez amar imensamente ele.
“Caída por você” tem total a vibe de “De repente 30” em vários aspectos,principalmente no quesito de te fazer se apaixonar pelos protagonistas,dar altas risadas e torcer por eles a cada cena.
Espero muito que vocês gostem o tanto quanto eu,e que o Renner e a Char  conquiste seus corações!!!",[],2024-04-05 21:02:15
